rollout/env_steps,time/total_timesteps,rollout/agent_steps_total,rollout/active_agents,rollout/episode_group_reward,rollout/episode_agent_steps,rollout/episode_length,rollout/episode_alive_agents_end,train/ent_coef,train/critic_loss,train/current_q_values,train/entrQ_1,train/next_q_values,train/entrQ_2,train/actor_loss,train/n_updates,train/run_costs,train/sto_costs,train/entropy,train/terminal_costs
15600,15600,106357,2,,,,,0.022643445059657097,4.460110187530518,3.979808807373047,2.2518980503082275,0.009900989942252636,2.249232530593872,-4.156430244445801,21202,4.4237589836120605,0.0,0.0,-4.644193649291992
15700,15700,106557,2,,,,,0.02218499965965748,4.37388801574707,5.983819007873535,2.2090611457824707,0.009900989942252636,2.2098472118377686,-5.893137454986572,21402,5.093430519104004,0.0,0.0,-4.709960460662842
15800,15800,106661,1,,,,,0.021724818274378777,4.397562503814697,7.441042423248291,2.2142181396484375,0.009900989942252636,2.2125284671783447,0,21602,4.6900482177734375,0.0,0.0,-4.644111633300781
15900,15900,106761,1,,,,,0.02130022458732128,4.268010139465332,7.763410568237305,2.135012149810791,0.009900989942252636,2.15291690826416,-8.334589004516602,21802,5.461104869842529,0.0,0.0,-4.6810760498046875
16000,16000,106861,1,,,,,0.020905569195747375,4.266535758972168,8.874916076660156,2.1489083766937256,0.009900989942252636,2.1467461585998535,-9.358022689819336,22002,5.87796688079834,0.0,0.0,-4.739260196685791
,,,,219.2314390791771,1367,622,1,0.020738380029797554,4.244158744812012,9.29935073852539,2.138524293899536,0.009900989942252636,2.136439085006714,-9.493790626525879,22092,5.584378719329834,0.0,0.0,-4.665215492248535
16100,16100,107346,8,,,,,0.020521709695458412,4.30187463760376,8.982020378112793,2.1641111373901367,0.009900989942252636,2.169712781906128,0,22202,5.63370418548584,0.0,0.0,-4.644113540649414
16200,16200,108089,6,,,,,0.020136304199695587,4.221394062042236,10.561479568481445,2.1166815757751465,0.009900989942252636,2.1299638748168945,-10.830167770385742,22402,5.477897644042969,0.0,0.0,-4.740118026733398
16300,16300,108495,3,,,,,0.019800586625933647,4.1489715576171875,10.320411682128906,2.08958101272583,0.009900989942252636,2.097520589828491,-10.581876754760742,22602,5.908112525939941,0.0,0.0,-4.642363548278809
,,,,345.13990499460533,1648,298,1,0.019652167335152626,4.275155067443848,10.169981002807617,2.1546008586883545,0.009900989942252636,2.1562423706054688,0,22688,5.936897277832031,0.0,0.0,-4.564357757568359
16400,16400,109010,8,,,,,0.019480591639876366,4.123119831085205,11.779595375061035,2.081281900405884,0.009900989942252636,2.0733327865600586,0,22802,5.16462516784668,0.0,0.0,-4.723404884338379
16500,16500,109685,6,,,,,0.01918528974056244,4.146985054016113,12.057149887084961,2.0896360874176025,0.009900989942252636,2.093909740447998,-12.078405380249023,23002,5.762421607971191,0.0,0.0,-4.673338890075684
16600,16600,110195,5,,,,,0.018921073526144028,4.2519121170043945,14.025694847106934,2.1396427154541016,0.009900989942252636,2.136495351791382,-14.531265258789062,23202,6.277326583862305,0.0,0.0,-4.667184352874756
16700,16700,110695,5,,,,,0.018637528643012047,4.301595687866211,13.393243789672852,2.164548635482788,0.009900989942252636,2.163219451904297,0,23402,6.667665481567383,0.0,0.0,-4.659714698791504
16800,16800,111116,3,,,,,0.018380161374807358,4.365325927734375,13.34341049194336,2.1950840950012207,0.009900989942252636,2.1935787200927734,-13.207071304321289,23602,5.900723457336426,0.0,0.0,-4.673605918884277
16900,16900,111416,3,,,,,0.018112918362021446,4.217686176300049,14.075777053833008,2.1202902793884277,0.009900989942252636,2.121901273727417,-13.690994262695312,23802,6.728245735168457,0.0,0.0,-4.560966491699219
17000,17000,111661,1,,,,,0.017887867987155914,4.33604621887207,14.733525276184082,2.174927234649658,0.009900989942252636,2.1482934951782227,0,24002,7.910778045654297,0.0,0.0,-4.810769081115723
17100,17100,111761,1,,,,,0.01769939996302128,4.3445048332214355,18.687606811523438,2.1834144592285156,0.009900989942252636,2.189533233642578,-18.349395751953125,24202,6.065359115600586,0.0,0.0,-4.632339000701904
,,,,977.9241392515569,3227,777,1,0.017664974555373192,4.3352131843566895,19.240060806274414,2.1826415061950684,0.009900989942252636,2.18361234664917,0,24242,7.227405548095703,0.0,0.0,-4.593873023986816
17200,17200,112388,7,,,,,0.017535453662276268,4.476935386657715,19.602087020874023,2.254983901977539,0.009900989942252636,2.2514257431030273,-19.652172088623047,24402,7.269414901733398,0.0,0.0,-4.5894775390625
17300,17300,112997,6,,,,,0.017394745722413063,4.4074907302856445,21.118846893310547,2.220344066619873,0.009900989942252636,2.2164933681488037,0,24602,7.16395902633667,0.0,0.0,-4.604916572570801
17400,17400,113516,5,,,,,0.017330152913928032,4.236117362976074,24.922901153564453,2.133280038833618,0.009900989942252636,2.1269001960754395,-24.78011703491211,24802,8.266942977905273,0.0,0.0,-4.641963958740234
17500,17500,113779,1,,,,,0.017291158437728882,4.170564651489258,28.65298843383789,2.0986719131469727,0.009900989942252636,2.09165096282959,-28.8543758392334,25002,8.275995254516602,0.0,0.0,-4.660959243774414
,,,,710.4317165132722,2018,400,1,0.017287300899624825,4.256778240203857,29.24229621887207,2.1403603553771973,0.009900989942252636,2.1320629119873047,-30.785429000854492,25042,7.327572822570801,0.0,0.0,-4.573675155639648
17600,17600,114420,6,,,,,0.01721717044711113,4.6113996505737305,25.795019149780273,2.3182923793792725,0.009900989942252636,2.316617488861084,0,25202,7.113531112670898,0.0,0.0,-4.609685897827148
17700,17700,114927,4,,,,,0.017126649618148804,4.747986793518066,25.541419982910156,2.344639301300049,0.009900989942252636,2.3635120391845703,-29.07815170288086,25402,8.881736755371094,0.0,0.0,-4.632810592651367
,,,,420.36846317844896,1225,249,1,0.0171163622289896,4.894927024841309,26.440113067626953,2.462827682495117,0.009900989942252636,2.4526588916778564,-26.419668197631836,25540,7.242803573608398,0.0,0.0,-4.667842864990234
17800,17800,115252,7,,,,,0.017084382474422455,4.879810333251953,25.449684143066406,2.4546217918395996,0.009900989942252636,2.456887722015381,-26.80808448791504,25602,7.52120304107666,0.0,0.0,-4.712697982788086
17900,17900,115839,3,,,,,0.016940368339419365,4.853574752807617,23.304868698120117,2.4289298057556152,0.009900989942252636,2.4373741149902344,0,25802,7.41252326965332,0.0,0.0,-4.6139116287231445
18000,18000,116139,3,,,,,0.01683383621275425,4.770242691040039,24.5517635345459,2.4040286540985107,0.009900989942252636,2.4046521186828613,-25.929258346557617,26002,7.294243812561035,0.0,0.0,-4.659356117248535
18100,18100,116439,3,,,,,0.01678924821317196,4.741983413696289,25.99301528930664,2.3938026428222656,0.009900989942252636,2.383269786834717,-26.330846786499023,26202,7.726678848266602,0.0,0.0,-4.568987846374512
18200,18200,116739,3,,,,,0.016760628670454025,4.679810523986816,26.31878662109375,2.353853702545166,0.009900989942252636,2.3501510620117188,0,26402,7.823598861694336,0.0,0.0,-4.619325637817383
18300,18300,116899,1,,,,,0.01670333556830883,4.833640098571777,24.61553192138672,2.4306070804595947,0.009900989942252636,2.4307146072387695,-25.445247650146484,26602,7.176065444946289,0.0,0.0,-4.682252883911133
,,,,970.6591587758147,1901,557,1,0.01667768321931362,4.868319511413574,24.499614715576172,2.443106174468994,0.009900989942252636,2.442500591278076,0,26654,7.638431072235107,0.0,0.0,-4.623997211456299
18400,18400,117511,7,,,,,0.01659880019724369,4.6963653564453125,26.81782341003418,2.364244222640991,0.009900989942252636,2.3663887977600098,-27.160533905029297,26802,7.123981952667236,0.0,0.0,-4.622663974761963
18500,18500,118190,6,,,,,0.01656043343245983,4.792008399963379,25.560997009277344,2.403660297393799,0.009900989942252636,2.4066762924194336,0,27002,7.752078056335449,0.0,0.0,-4.762153625488281
18600,18600,118733,3,,,,,0.016487518325448036,4.58054780960083,27.277175903320312,2.303663492202759,0.009900989942252636,2.307476043701172,-27.642545700073242,27202,7.487844467163086,0.0,0.0,-4.658359050750732
,,,,888.4081550949336,1904,310,1,0.016454311087727547,4.635801315307617,26.817100524902344,2.3281471729278564,0.009900989942252636,2.329561233520508,-27.320219039916992,27274,7.388775825500488,0.0,0.0,-4.701064109802246
18700,18700,119296,7,,,,,0.01638435572385788,4.661484718322754,25.55197525024414,2.3455212116241455,0.009900989942252636,2.3417608737945557,-26.01898765563965,27402,7.350678443908691,0.0,0.0,-4.7006635665893555
18800,18800,119929,6,,,,,0.016320379450917244,4.580621242523193,28.255420684814453,2.3029441833496094,0.009900989942252636,2.308817148208618,0,27602,8.934053421020508,0.0,0.0,-4.706171989440918
18900,18900,120257,2,,,,,0.016242727637290955,4.741477012634277,27.173112869262695,2.3852272033691406,0.009900989942252636,2.383779287338257,-27.92760467529297,27802,7.757658004760742,0.0,0.0,-4.679572105407715
19000,19000,120366,1,,,,,0.016177812591195107,4.653538703918457,27.14349365234375,2.339937686920166,0.009900989942252636,2.3400845527648926,-27.76508331298828,28002,7.593197345733643,0.0,0.0,-4.710273742675781
19100,19100,120466,1,,,,,0.01613222435116768,4.610655784606934,30.038877487182617,2.312875270843506,0.009900989942252636,2.3147339820861816,0,28202,7.760424613952637,0.0,0.0,-4.677115440368652
,,,,806.6015597906309,1637,464,1,,,,,,,,,,,,
19200,19200,121243,7,,,,,0.016071997582912445,4.40464973449707,30.718446731567383,2.212800979614258,0.009900989942252636,2.2196245193481445,-31.184022903442383,28402,8.18657398223877,0.0,0.0,-4.656268119812012
19300,19300,121887,6,,,,,0.016058577224612236,4.430492401123047,30.50961685180664,2.2214181423187256,0.009900989942252636,2.225992202758789,-29.432044982910156,28602,8.861821174621582,0.0,0.0,-4.549288749694824
19400,19400,122487,6,,,,,0.01604929193854332,4.576766014099121,30.95850372314453,2.2932486534118652,0.009900989942252636,2.2916078567504883,0,28802,7.740527153015137,0.0,0.0,-4.596371650695801
19500,19500,122985,4,,,,,0.015998540446162224,4.479705810546875,29.880107879638672,2.2520570755004883,0.009900989942252636,2.255546808242798,-30.33633041381836,29002,7.540776252746582,0.0,0.0,-4.639762878417969
19600,19600,123344,2,,,,,0.01594722270965576,4.414529800415039,31.902442932128906,2.2225093841552734,0.009900989942252636,2.2249093055725098,-32.75012969970703,29202,8.17683219909668,0.0,0.0,-4.677981376647949
,,,,1653.7495244788765,3043,598,1,0.01597711257636547,4.411429405212402,33.123504638671875,2.219365119934082,0.009900989942252636,2.2218804359436035,-33.25393295288086,29398,8.202184677124023,0.0,0.0,-4.64752721786499
19700,19700,123525,8,,,,,0.015977852046489716,4.408414840698242,32.68943786621094,2.2114315032958984,0.009900989942252636,2.2156875133514404,0,29402,8.469833374023438,0.0,0.0,-4.635158538818359
19800,19800,124277,7,,,,,0.015950772911310196,4.4290947914123535,32.623477935791016,2.2311887741088867,0.009900989942252636,2.2313380241394043,-33.70043182373047,29602,8.092876434326172,0.0,0.0,-4.645923614501953
19900,19900,124977,7,,,,,0.015946051105856895,4.508940696716309,31.89749526977539,2.2727766036987305,0.009900989942252636,2.271904468536377,-32.398990631103516,29802,8.701526641845703,0.0,0.0,-4.687747955322266
20000,20000,125637,6,,,,,0.015943679958581924,4.289278030395508,34.33915710449219,2.146364212036133,0.009900989942252636,2.1544065475463867,0,30002,8.418691635131836,0.0,0.0,-4.6619696617126465
20100,20100,126135,4,,,,,0.015978200361132622,4.312054634094238,32.88530731201172,2.167393207550049,0.009900989942252636,2.1694388389587402,-33.84568786621094,30202,7.736500263214111,0.0,0.0,-4.765408515930176
20200,20200,126535,4,,,,,0.015948614105582237,4.245112419128418,32.347843170166016,2.1258115768432617,0.009900989942252636,2.1319704055786133,-32.901580810546875,30402,7.481586456298828,0.0,0.0,-4.640305995941162
20300,20300,126760,1,,,,,0.015884656459093094,4.301695823669434,32.899330139160156,2.1584632396698,0.009900989942252636,2.167998790740967,0,30602,8.079379081726074,0.0,0.0,-4.680560111999512
,,,,1846.028966774047,3272,623,1,0.015878118574619293,4.325129508972168,32.903709411621094,2.173189640045166,0.009900989942252636,2.1787831783294678,0,30644,7.674086093902588,0.0,0.0,-4.708240985870361
20400,20400,127413,8,,,,,0.015783391892910004,4.368276596069336,32.47926330566406,2.1977670192718506,0.009900989942252636,2.19708514213562,-32.00879669189453,30802,8.797609329223633,0.0,0.0,-4.618428707122803
20500,20500,128121,6,,,,,0.01568954437971115,4.282605171203613,33.77910614013672,2.1586499214172363,0.009900989942252636,2.1572625637054443,-34.682899475097656,31002,7.54689359664917,0.0,0.0,-4.638910293579102
20600,20600,128628,3,,,,,0.015632012858986855,4.411100387573242,31.90247344970703,2.221799850463867,0.009900989942252636,2.2229819297790527,0,31202,7.476264953613281,0.0,0.0,-4.628605365753174
20700,20700,128896,2,,,,,0.015493628568947315,4.327988624572754,33.499515533447266,2.1748735904693604,0.009900989942252636,2.17246150970459,-34.30680847167969,31402,7.788110256195068,0.0,0.0,-4.6563496589660645
,,,,1297.3203585623976,2188,447,1,0.01545285526663065,4.349172592163086,36.86711502075195,2.1780691146850586,0.009900989942252636,2.1874313354492188,0,31538,7.548009872436523,0.0,0.0,-4.512051582336426
20800,20800,129225,8,,,,,0.015438692644238472,4.216281890869141,35.65629577636719,2.1236960887908936,0.009900989942252636,2.1269164085388184,-36.029083251953125,31602,8.122945785522461,0.0,0.0,-4.721124649047852
20900,20900,130025,8,,,,,0.015424697659909725,4.313611030578613,35.91251754760742,2.1779632568359375,0.009900989942252636,2.173184871673584,0,31802,8.044967651367188,0.0,0.0,-4.787563323974609
21000,21000,130564,3,,,,,0.015348810702562332,4.423945426940918,24.174570083618164,2.1988425254821777,0.009900989942252636,2.202430248260498,-25.514440536499023,32002,5.4641523361206055,0.0,0.0,-4.675520420074463
21100,21100,130864,3,,,,,0.015227731317281723,4.583033084869385,29.08682632446289,2.3016324043273926,0.009900989942252636,2.3033719062805176,-30.047740936279297,32202,8.093460083007812,0.0,0.0,-4.695928573608398
21200,21200,131145,2,,,,,0.015183025039732456,4.594505310058594,31.91782569885254,2.302786111831665,0.009900989942252636,2.301089286804199,0,32402,8.523225784301758,0.0,0.0,-4.618901252746582
,,,,1348.641419760006,2282,522,1,0.01517066452652216,4.474616050720215,32.404754638671875,2.2601561546325684,0.009900989942252636,2.259711265563965,0,32582,7.513880729675293,0.0,0.0,-4.558595657348633
21300,21300,131331,8,,,,,0.015168581157922745,4.521148681640625,32.62380599975586,2.2726078033447266,0.009900989942252636,2.268306016921997,-32.723602294921875,32602,7.68505859375,0.0,0.0,-4.617959976196289
21400,21400,132131,8,,,,,0.015158054418861866,4.581147193908691,31.994794845581055,2.2967095375061035,0.009900989942252636,2.304945945739746,-32.71052551269531,32802,7.128533363342285,0.0,0.0,-4.6147613525390625
21500,21500,132750,6,,,,,0.015221974812448025,4.531773567199707,33.25028991699219,2.2834994792938232,0.009900989942252636,2.28273344039917,0,33002,8.168643951416016,0.0,0.0,-4.637690544128418
21600,21600,133312,4,,,,,0.01526643242686987,4.485837459564209,33.627010345458984,2.2483716011047363,0.009900989942252636,2.2525711059570312,-33.83944320678711,33202,7.843925476074219,0.0,0.0,-4.578373908996582
21700,21700,133679,2,,,,,0.015332827344536781,4.513715744018555,32.82268524169922,2.2782697677612305,0.009900989942252636,2.259631872177124,-33.56692123413086,33402,7.69266414642334,0.0,0.0,-4.669315338134766
,,,,1305.5029072758562,2480,448,1,0.015301954932510853,4.487453460693359,34.43024444580078,2.2539432048797607,0.009900989942252636,2.2500057220458984,-34.32154083251953,33478,7.572120189666748,0.0,0.0,-4.678652286529541
21800,21800,134227,8,,,,,0.015299414284527302,4.480404853820801,34.674461364746094,2.255160331726074,0.009900989942252636,2.2508628368377686,0,33602,8.118040084838867,0.0,0.0,-4.667298316955566
21900,21900,135027,8,,,,,0.01544593833386898,4.443358421325684,35.973331451416016,2.2447896003723145,0.009900989942252636,2.2410402297973633,-37.555789947509766,33802,7.83798885345459,0.0,0.0,-4.695690155029297
22000,22000,135776,6,,,,,0.015542969107627869,4.420215606689453,35.17082977294922,2.229564905166626,0.009900989942252636,2.2228381633758545,-36.31273651123047,34002,8.119853019714355,0.0,0.0,-4.720123291015625
22100,22100,136287,4,,,,,0.01570741832256317,4.459278106689453,34.289608001708984,2.244048595428467,0.009900989942252636,2.2449495792388916,0,34202,8.022193908691406,0.0,0.0,-4.569523334503174
22200,22200,136526,1,,,,,0.01570953242480755,4.551816463470459,33.63594055175781,2.2912497520446777,0.009900989942252636,2.288471221923828,-34.954437255859375,34402,7.5042266845703125,0.0,0.0,-4.6395263671875
22300,22300,136626,1,,,,,0.015738172456622124,4.541154861450195,36.5687255859375,2.2833316326141357,0.009900989942252636,2.283071756362915,-36.9320068359375,34602,7.5791215896606445,0.0,0.0,-4.647833824157715
,,,,1840.2938879326114,2897,564,1,0.015735380351543427,4.523599624633789,36.82313537597656,2.276217460632324,0.009900989942252636,2.27974271774292,-38.394901275634766,34606,7.49739408493042,0.0,0.0,-4.673825263977051
22400,22400,137239,5,,,,,0.015781495720148087,4.548631191253662,37.48102569580078,2.2898895740509033,0.009900989942252636,2.288566827774048,0,34802,8.10848331451416,0.0,0.0,-4.789363861083984
22500,22500,137739,5,,,,,0.015859028324484825,4.448009490966797,36.942115783691406,2.2360148429870605,0.009900989942252636,2.2345151901245117,-38.13616180419922,35002,8.083803176879883,0.0,0.0,-4.628814697265625
22600,22600,138141,3,,,,,0.01592828333377838,4.60612678527832,36.79822540283203,2.30995512008667,0.009900989942252636,2.311178684234619,-37.27521514892578,35202,7.935361385345459,0.0,0.0,-4.721961498260498
22700,22700,138436,2,,,,,0.01597047783434391,4.5562849044799805,39.711814880371094,2.290343999862671,0.009900989942252636,2.2831902503967285,0,35402,8.953712463378906,0.0,0.0,-4.671019554138184
,,,,1256.1559866378716,1816,403,1,0.01597549021244049,4.506580352783203,38.134803771972656,2.271348237991333,0.009900989942252636,2.2680788040161133,-37.716651916503906,35412,7.143585681915283,0.0,0.0,-4.606566429138184
22800,22800,139136,7,,,,,0.015945062041282654,4.496697902679443,37.240447998046875,2.2662696838378906,0.009900989942252636,2.262833595275879,-37.8570556640625,35602,7.684876441955566,0.0,0.0,-4.5997772216796875
22900,22900,139751,6,,,,,0.015938928350806236,4.401246070861816,41.26409912109375,2.2023727893829346,0.009900989942252636,2.2092695236206055,-42.581298828125,35802,7.568393707275391,0.0,0.0,-4.65057373046875
23000,23000,140252,3,,,,,0.015988139435648918,4.529597282409668,39.40809631347656,2.2766506671905518,0.009900989942252636,2.2781667709350586,0,36002,8.235265731811523,0.0,0.0,-4.498211860656738
23100,23100,140467,1,,,,,0.016142982989549637,4.559864044189453,39.779685974121094,2.2951385974884033,0.009900989942252636,2.295351266860962,-39.37744140625,36202,8.047646522521973,0.0,0.0,-4.66217041015625
,,,,1402.6854985824207,2091,463,1,0.016257038339972496,4.509310722351074,41.2890625,2.2684836387634277,0.009900989942252636,2.2722060680389404,0,36338,7.9584760665893555,0.0,0.0,-4.723991870880127
23200,23200,140753,6,,,,,0.016289131715893745,4.538771629333496,40.98884582519531,2.290600299835205,0.009900989942252636,2.2810564041137695,-42.546043395996094,36402,8.200691223144531,0.0,0.0,-4.639604091644287
23300,23300,141318,5,,,,,0.016489671543240547,4.478811264038086,42.49102020263672,2.2501583099365234,0.009900989942252636,2.251923084259033,0,36602,8.026548385620117,0.0,0.0,-4.649194717407227
23400,23400,141808,4,,,,,0.016573728993535042,4.5322265625,40.810306549072266,2.2818117141723633,0.009900989942252636,2.278114080429077,-41.352684020996094,36802,8.007604598999023,0.0,0.0,-4.6401543617248535
,,,,1041.0873789896098,1549,317,1,0.016681715846061707,4.593860149383545,41.224365234375,2.2942421436309814,0.009900989942252636,2.291921377182007,-42.241920471191406,36972,8.957071304321289,0.0,0.0,-4.648290634155273
23500,23500,142204,8,,,,,0.016718443483114243,4.5374908447265625,42.151947021484375,2.2787036895751953,0.009900989942252636,2.276817560195923,-44.10834884643555,37002,8.66044807434082,0.0,0.0,-4.719608783721924
23600,23600,143004,8,,,,,0.01675531454384327,4.529478073120117,42.19519805908203,2.277101993560791,0.009900989942252636,2.2819056510925293,0,37202,8.151217460632324,0.0,0.0,-4.6511125564575195
23700,23700,143804,8,,,,,0.017003783956170082,4.644854545593262,42.77785110473633,2.3366947174072266,0.009900989942252636,2.3364322185516357,-45.05440139770508,37402,7.877997398376465,0.0,0.0,-4.629325866699219
